sample_id,treatment,cohort,organ,model_class_raw,displayed_class_count,displayed_total_count,displayed_class_fraction,displayed_class_percent,log10_displayed_class_count_plus_1,phenotype_display
m26-006,Sucrose,POMC,Liver,Macrophages,220,3090,0.07119741100323625,7.119741100323624,2.3443922736851106,Macrophage-like
m26-006,Sucrose,POMC,Liver,Muscle Cell,1,3090,0.00032362459546925567,0.032362459546925564,0.3010299956639812,Muscle-like
m26-006,Sucrose,POMC,Liver,Endothelial Cell,0,3090,0.0,0.0,0.0,Endothelial-like
m26-006,Sucrose,POMC,Liver,Red blood cell,0,3090,0.0,0.0,0.0,RBC-like
m26-006,Sucrose,POMC,Liver,Epithelial,474,3090,0.1533980582524272,15.339805825242719,2.6766936096248664,Epithelial-like
m26-006,Sucrose,POMC,Liver,Apoptotic Body,1624,3090,0.5255663430420712,52.556634304207115,3.210853365314893,Apoptotic-like
m26-006,Sucrose,POMC,Liver,Mitotic Figures,0,3090,0.0,0.0,0.0,Mitotic-like
m26-006,Sucrose,POMC,Liver,Minor Stromal Cell,0,3090,0.0,0.0,0.0,Minor stromal-like
m26-006,Sucrose,POMC,Kidney,Lymphocytes,29,13155,0.0022044849866970735,0.22044849866970734,1.4771212547196624,Lymphocyte-like
m26-006,Sucrose,POMC,Kidney,Fibroblasts,703,13155,0.05343975674648423,5.343975674648423,2.847572659142112,Fibroblast-like
m26-006,Sucrose,POMC,Kidney,Plasmocytes,0,13155,0.0,0.0,0.0,Plasmocyte-like
m26-006,Sucrose,POMC,Kidney,Eosinophils,0,13155,0.0,0.0,0.0,Eosinophil-like
m26-006,Sucrose,POMC,Kidney,Neutrophils,1,13155,7.601672367920942e-05,0.007601672367920942,0.3010299956639812,Neutrophil-like
m26-006,Sucrose,POMC,Kidney,Macrophages,1520,13155,0.11554541999239833,11.554541999239833,3.182129214052998,Macrophage-like
